WKT;rasterval
LINESTRING (16.4539 48.2294,16.4524 48.23);Unterführung Erzherzog-Karl-Straße
LINESTRING (16.4525 48.2298,16.4535 48.2294);Erzherzog-Karl-Straße
LINESTRING (16.4525 48.2627,16.453 48.2627);Aderklaaer Straße
LINESTRING (16.4525 48.2627,16.4538 48.2635);Wagramer Straße
LINESTRING (16.4525 48.2299,16.4535 48.2295);Erzherzog-Karl-Straße
LINESTRING (16.4525 48.2668,16.4528 48.2684);Adolf-Loos-Weg
LINESTRING (16.4543 48.1549,16.4526 48.1517);Miltnerweg
LINESTRING (16.4537 48.2049,16.4526 48.2055);Kierischitzweg
LINESTRING (16.4526 48.2055,16.4526 48.2055);Kanalstraße
LINESTRING (16.4539 48.2054,16.4526 48.2055);Naufahrtweg
LINESTRING (16.4526 48.2055,16.4544 48.2077);Kanalstraße
LINESTRING (16.4529 48.2304,16.4526 48.2298);Südosttangente
LINESTRING (16.4545 48.2277,16.4527 48.2283);Volkragasse
LINESTRING (16.4527 48.1719,16.4535 48.1718);Jedletzbergerstraße
LINESTRING (16.4531 48.2703,16.4528 48.2684);Adolf-Loos-Gasse
LINESTRING (16.4542 48.2557,16.4528 48.2539);Theodor-Kramer-Straße
LINESTRING (16.4528 48.2433,16.4534 48.2434);Trude-Krakauer-Weg
LINESTRING (16.4528 48.2491,16.4535 48.2497,16.4547 48.2502,16.4611 48.2518);Breitenleer Straße
LINESTRING (16.4554 48.2346,16.4537 48.2322,16.4529 48.2304);Südosttangente
LINESTRING (16.4539 48.2224,16.4529 48.2217);Aribogasse
LINESTRING (16.4529 48.2077,16.453 48.2081,16.455 48.2088);Pfefferminzenweg
LINESTRING (16.4547 48.2245,16.4529 48.2257);Langobardenstraße
LINESTRING (16.4549 48.2282,16.4529 48.2257);Stadlauer Straße
LINESTRING (16.453 48.2449,16.453 48.245);Larwingasse
LINESTRING (16.453 48.2627,16.4532 48.2626);Maculangasse
LINESTRING (16.4559 48.2647,16.4543 48.2638,16.453 48.2627);Wagramer Straße
LINESTRING (16.453 48.2226,16.4553 48.2211,16.455 48.2204);Gemeindeaugasse
LINESTRING (16.453 48.245,16.4533 48.2454);Larwingasse
LINESTRING (16.4546 48.2651,16.4531 48.2656);Julius-Ficker-Straße
LINESTRING (16.4531 48.2287,16.4549 48.2282);Hohenfeldgasse
LINESTRING (16.4535 48.2293,16.4531 48.2287);Vernholzgasse
LINESTRING (16.4531 48.2751,16.4537 48.2751);Oswald-Redlich-Straße
LINESTRING (16.4538 48.275,16.4531 48.2703);Adolf-Loos-Gasse
LINESTRING (16.4534 48.2206,16.4531 48.2208);Zieritzgasse
LINESTRING (16.4531 48.2101,16.4531 48.213);Pappelweg
LINESTRING (16.4531 48.178,16.4534 48.1775);Ostautobahn
LINESTRING (16.4536 48.2461,16.4531 48.2455);Einfahrt A (P reserviert)
LINESTRING (16.454 48.2623,16.4532 48.2626);Maculangasse
LINESTRING (16.4532 48.2626,16.455 48.2641);Wagramer Straße
LINESTRING (16.4535 48.1777,16.4532 48.1782);Ostautobahn
LINESTRING (16.4532 48.2709,16.4537 48.2709,16.4554 48.2719,16.4556 48.2734,16.4547 48.2741,16.4537 48.2742);Doderergasse
LINESTRING (16.4563 48.1559,16.4551 48.1546,16.4533 48.1515);Pantucekgasse
LINESTRING (16.4537 48.2855,16.4533 48.284);Gusengasse
LINESTRING (16.4533 48.2342,16.4535 48.2347);Stummergasse
LINESTRING (16.456 48.1576,16.4559 48.1577,16.4533 48.1579);Rzehakgasse
LINESTRING (16.4533 48.2343,16.4543 48.2338);Kudriaffskygasse
LINESTRING (16.4535 48.2454,16.4533 48.2454);Einf.B
LINESTRING (16.4534 48.2459,16.4542 48.2459,16.4542 48.2457,16.4545 48.2457);Z-Weg
LINESTRING (16.4534 48.2434,16.4556 48.2427);Elisabeth-Freundlich-Weg
LINESTRING (16.4534 48.1775,16.4536 48.1771);Ostautobahn
LINESTRING (16.4534 48.2262,16.4554 48.2252);Hans-Steger-Gasse
LINESTRING (16.4535 48.2301,16.4545 48.2308);Dr.-Otto-Neurath-Gasse
LINESTRING (16.4569 48.2489,16.4535 48.2497);Am langen Felde
LINESTRING (16.4535 48.1718,16.4546 48.1716);Jedletzbergerstraße
LINESTRING (16.4536 48.1775,16.4535 48.1777);Ostautobahn
LINESTRING (16.4536 48.2453,16.4535 48.2452);Einf.C
LINESTRING (16.454 48.2295,16.4535 48.2293);Vernholzgasse
LINESTRING (16.4573 48.2399,16.4561 48.2404,16.4547 48.2404,16.4536 48.2409);An der Pogrelzstraße
LINESTRING (16.4536 48.2787,16.4544 48.2832);Glangasse
LINESTRING (16.4536 48.1771,16.4537 48.1768);Ostautobahn
LINESTRING (16.4539 48.1771,16.4536 48.1775);Ostautobahn
LINESTRING (16.4537 48.2089,16.4537 48.2101);Haselnußweg
LINESTRING (16.4537 48.1552,16.4543 48.1564);Bockbergergasse
LINESTRING (16.4537 48.2321,16.4554 48.2343);Südosttangente
LINESTRING (16.4538 48.2751,16.4538 48.275,16.4538 48.2751);Adolf-Loos-Gasse
LINESTRING (16.4539 48.2452,16.4537 48.2451);Einf.D
LINESTRING (16.4537 48.1768,16.4548 48.1739);Ostautobahn
LINESTRING (16.4564 48.2009,16.4537 48.2049);Kierischitzweg
LINESTRING (16.4537 48.2049,16.4539 48.2054);Schillwasserweg
LINESTRING (16.456 48.2259,16.4537 48.2266);Wurmbrandgasse
LINESTRING (16.4567 48.223,16.4538 48.2212);Heinrich-Lefler-Gasse
LINESTRING (16.4538 48.2293,16.4555 48.2287);Erzherzog-Karl-Straße
LINESTRING (16.4538 48.2635,16.454 48.2643,16.4545 48.265);Seyringer Straße
LINESTRING (16.4538 48.2069,16.4544 48.2067);Tulipanenweg
LINESTRING (16.4541 48.2683,16.4538 48.2668);Meistergasse
LINESTRING (16.4542 48.2774,16.4538 48.2751);Adolf-Loos-Gasse
LINESTRING (16.4544 48.1758,16.4539 48.1771);Ostautobahn
LINESTRING (16.4549 48.2464,16.4539 48.245);Josefsdorfstraße (Idee für Privatstraße, zur Zeit unbenannt)
LINESTRING (16.454 48.245,16.4539 48.2449);Einf.E
LINESTRING (16.4574 48.1593,16.4556 48.1588,16.4539 48.1587);Meidlgasse
LINESTRING (16.4556 48.2288,16.4539 48.2294);Erzherzog-Karl-Straße
LINESTRING (16.4539 48.275,16.4577 48.2746);Oswald-Redlich-Straße
LINESTRING (16.4539 48.2489,16.4554 48.2486);Rudi-Hiden-Gasse
LINESTRING (16.4539 48.2054,16.457 48.2046,16.4618 48.204,16.463 48.2037,16.4648 48.2027);Naufahrtweg
LINESTRING (16.4546 48.2076,16.4539 48.2054);Schillwasserweg
LINESTRING (16.4556 48.2289,16.454 48.2295);Erzherzog-Karl-Straße
LINESTRING (16.454 48.2575,16.4544 48.2582,16.4562 48.2576);Drahdiwaberlgasse
LINESTRING (16.454 48.1578,16.455 48.1562,16.4562 48.1559);Herretweg
LINESTRING (16.454 48.2623,16.4561 48.2617);Maculangasse
LINESTRING (16.455 48.167,16.454 48.1649);Schulweg
LINESTRING (16.4541 48.2225,16.4559 48.2236);Aribogasse
LINESTRING (16.4569 48.2489,16.4541 48.25);Pogrelzstraße
LINESTRING (16.4542 48.2102,16.4543 48.2129);Birkenweg
LINESTRING (16.4542 48.1531,16.4563 48.1526);Roschègasse
LINESTRING (16.4551 48.177,16.4542 48.1772);Wildpretstraße
LINESTRING (16.4542 48.2273,16.4565 48.2265);Varnhagengasse
LINESTRING (16.4562 48.2378,16.4543 48.2386);Weg 3
LINESTRING (16.4559 48.1577,16.4543 48.1549);Miltnerweg
LINESTRING (16.4544 48.2067,16.4555 48.2064);Tulipanenweg
LINESTRING (16.4546 48.2076,16.4544 48.2077);Zillbauerplatz
LINESTRING (16.4544 48.2077,16.4548 48.2081);Zillbauerplatz
LINESTRING (16.4547 48.165,16.4544 48.1621,16.4548 48.162,16.4547 48.1604);Schulweg
LINESTRING (16.4553 48.1725,16.4544 48.1758);Ostautobahn
LINESTRING (16.4546 48.1716,16.4545 48.1715);Seeschlachtweg
LINESTRING (16.4545 48.2308,16.4583 48.2324);Dr.-Otto-Neurath-Gasse
LINESTRING (16.4545 48.265,16.4551 48.2658);Seyringer Straße
LINESTRING (16.4546 48.1716,16.4568 48.1709);Jedletzbergerstraße
LINESTRING (16.4546 48.279,16.4556 48.2834);Feistritzgasse
LINESTRING (16.4553 48.2071,16.4546 48.2074);Zillbauerweg
LINESTRING (16.4546 48.2052,16.4575 48.2087);Seeadlerweg
LINESTRING (16.4552 48.2649,16.4546 48.2651);Julius-Ficker-Straße
LINESTRING (16.4548 48.2081,16.4551 48.208,16.4546 48.2076);Zillbauerplatz
LINESTRING (16.4547 48.2397,16.4566 48.2387);Weg 1
LINESTRING (16.4565 48.2384,16.4547 48.2392);Weg 2
LINESTRING (16.4547 48.2522,16.4561 48.2517);Bertha-von-Suttner-Gasse
LINESTRING (16.4586 48.2217,16.4547 48.2245);Langobardenstraße
LINESTRING (16.4547 48.2245,16.4549 48.2247);Konstanziagasse
LINESTRING (16.4555 48.2104,16.4548 48.2081);Kanalstraße
LINESTRING (16.4548 48.1739,16.4554 48.1716);Ostautobahn
LINESTRING (16.4548 48.2599,16.4561 48.2617);Puchgasse
LINESTRING (16.4549 48.2649,16.4559 48.2646);Julius-Ficker-Straße
LINESTRING (16.4549 48.2282,16.4556 48.2279);Genochplatz
LINESTRING (16.4555 48.2287,16.4549 48.2282);Genochplatz
LINESTRING (16.4549 48.2247,16.457 48.2271);Konstanziagasse
LINESTRING (16.455 48.2087,16.4596 48.2088);Schilfweg
LINESTRING (16.4575 48.2535,16.455 48.2503);Markomannenstraße
LINESTRING (16.455 48.2554,16.4563 48.2572);Hugo-Wiener-Weg
LINESTRING (16.455 48.2641,16.456 48.2646);Wagramer Straße
LINESTRING (16.4632 48.1754,16.4551 48.177);Johann-Petrak-Gasse
LINESTRING (16.4551 48.177,16.4562 48.1763,16.4566 48.1758);Wildpretstraße
LINESTRING (16.4579 48.2069,16.4551 48.208);Weichselweg
LINESTRING (16.4551 48.2658,16.4553 48.266);Seyringer Straße
LINESTRING (16.4559 48.2647,16.4552 48.2649);Julius-Ficker-Straße
LINESTRING (16.4553 48.266,16.4565 48.2679,16.4568 48.2716,16.4575 48.2742,16.4589 48.2773,16.4602 48.2794);Seyringer Straße
LINESTRING (16.4553 48.2051,16.4585 48.2087);Rügenau
LINESTRING (16.4553 48.2459,16.4578 48.2453);Noskeweg
LINESTRING (16.4557 48.1715,16.4553 48.1725);Ostautobahn
LINESTRING (16.4554 48.2343,16.457 48.2357);Südosttangente
LINESTRING (16.4568 48.2245,16.4554 48.2252);Hans-Steger-Gasse
LINESTRING (16.4555 48.2106,16.4555 48.2104);Kanalstraße
LINESTRING (16.4554 48.2486,16.4557 48.2492);Bruno-Pezzey-Weg
LINESTRING (16.4576 48.2365,16.4554 48.2346);Südosttangente
LINESTRING (16.4555 48.2104,16.4555 48.2106);Kanalstraße
LINESTRING (16.4555 48.2532,16.4569 48.2527);Ernst-Jandl-Weg
LINESTRING (16.4555 48.2532,16.4561 48.2541);Hermann-Langbein-Weg
LINESTRING (16.4555 48.2287,16.4566 48.2284);Erzherzog-Karl-Straße
LINESTRING (16.4556 48.2288,16.4555 48.2287);Genochplatz
LINESTRING (16.4555 48.2288,16.456 48.2286);Konstanziagasse
LINESTRING (16.456 48.2126,16.4555 48.2106);Kanalstraße
LINESTRING (16.4559 48.154,16.4563 48.1548,16.4555 48.155);Am Schulweg
LINESTRING (16.4562 48.2287,16.4556 48.2288);Erzherzog-Karl-Straße
LINESTRING (16.4556 48.2289,16.4556 48.2288);Genochplatz
LINESTRING (16.4556 48.2279,16.457 48.2271);Hausgrundweg
LINESTRING (16.4561 48.2286,16.4556 48.2279);Genochplatz
LINESTRING (16.4557 48.2465,16.4556 48.2463,16.4581 48.2458);Wiltweg
LINESTRING (16.4562 48.2287,16.4556 48.2289);Erzherzog-Karl-Straße
LINESTRING (16.4561 48.2295,16.4556 48.2289);Genochplatz
LINESTRING (16.4556 48.2665,16.4567 48.2661);Lhotskygasse
LINESTRING (16.4557 48.2087,16.4557 48.2084,16.4569 48.2079);Pfeilkrautweg
LINESTRING (16.4558 48.1709,16.4565 48.1699,16.4578 48.1687);Ostautobahn
LINESTRING (16.4573 48.2591,16.4558 48.257);Hugo-Wiener-Weg
LINESTRING (16.4558 48.1506,16.4567 48.1517);Leberweg
LINESTRING (16.4566 48.2651,16.4559 48.2647);Wagramer Straße
LINESTRING (16.4559 48.2646,16.4611 48.2627);Rautenweg
LINESTRING (16.4559 48.2236,16.4559 48.2237);Aribogasse
LINESTRING (16.4559 48.1894,16.4564 48.186,16.4579 48.1837,16.4582 48.1822,16.4587 48.1816,16.4625 48.1786);Seitenhafenstraße
LINESTRING (16.464 48.1843,16.4631 48.185,16.4565 48.1894,16.4559 48.1894);Freudenauer Hafenstraße
LINESTRING (16.4559 48.2237,16.4568 48.2245,16.4582 48.2263);Aribogasse
LINESTRING (16.4575 48.2254,16.456 48.2259);Wurmbrandgasse
LINESTRING (16.456 48.278,16.4594 48.2787,16.4594 48.2784,16.4587 48.2779,16.4592 48.2777);Ernst-Kein-Gasse
LINESTRING (16.456 48.2793,16.4597 48.28,16.4602 48.2802);Thayagasse
LINESTRING (16.456 48.2793,16.4569 48.2834);Iselgasse
LINESTRING (16.457 48.2643,16.456 48.2646);Rautenweg
LINESTRING (16.456 48.2646,16.4569 48.2654);Wagramer Straße
LINESTRING (16.4561 48.2353,16.456 48.2356,16.4583 48.2404,16.4591 48.2414);Ostbahnweg
LINESTRING (16.4565 48.1702,16.456 48.1708);Ostautobahn
LINESTRING (16.4578 48.1579,16.457 48.1576,16.456 48.1576);Rzehakgasse
LINESTRING (16.4561 48.213,16.456 48.2126);Kanalstraße
LINESTRING (16.4561 48.2131,16.4561 48.213);Kanalstraße
LINESTRING (16.4579 48.2314,16.4561 48.2295);Stadlauer Straße
LINESTRING (16.4567 48.2549,16.4561 48.2541);Hochmuthgasse
LINESTRING (16.4561 48.2353,16.4566 48.235);Rothergasse
LINESTRING (16.4561 48.2617,16.4597 48.2606);Maculangasse
LINESTRING (16.4561 48.2617,16.4571 48.263);Puchgasse
LINESTRING (16.4564 48.2146,16.4561 48.2131);Kanalstraße
LINESTRING (16.4561 48.2049,16.4596 48.2088);Otto-Weber-Gasse
LINESTRING (16.4578 48.1864,16.4566 48.1872,16.4562 48.1872);Hellingstraße
LINESTRING (16.4684 48.1986,16.468 48.1991,16.467 48.1998,16.4655 48.2003,16.465 48.2008,16.4646 48.2008,16.4647 48.2012,16.4644 48.2016,16.4633 48.2021,16.463 48.2027,16.46 48.2036,16.4586 48.2031,16.4582 48.2026,16.4577 48.2017,16.4562 48.2013);Steinspornweg
LINESTRING (16.458 48.2281,16.4562 48.2287);Erzherzog-Karl-Straße
LINESTRING (16.4562 48.2539,16.4575 48.2535);Hochmuthgasse
LINESTRING (16.4661 48.1614,16.4659 48.1616,16.4642 48.1617,16.4634 48.162,16.4611 48.1622,16.4595 48.1623,16.4563 48.162);Kimmerlgasse
LINESTRING (16.4563 48.2433,16.4577 48.2446,16.4579 48.2456,16.4583 48.2458,16.4579 48.2476,16.4569 48.2489);Pogrelzstraße
LINESTRING (16.4563 48.1559,16.4565 48.1557,16.4591 48.155);Lichnowskygasse
LINESTRING (16.4563 48.1559,16.4572 48.1579,16.4574 48.1593);Pantucekgasse
LINESTRING (16.4565 48.2461,16.4563 48.2457);Holzweg
LINESTRING (16.4563 48.2812,16.4579 48.2814);Lafnitzgasse
LINESTRING (16.4566 48.251,16.4563 48.2506);Iberisweg
LINESTRING (16.4564 48.2146,16.4566 48.2151);Hardeggasse
LINESTRING (16.4572 48.2,16.4564 48.2009);Kierischitzweg
LINESTRING (16.4569 48.1697,16.4565 48.1702);Ostautobahn
LINESTRING (16.4566 48.2152,16.4565 48.2152,16.4566 48.2152);Hardeggasse/Am Mühlwasser
LINESTRING (16.4575 48.2224,16.4565 48.2218);Markgraf-Gerold-Gasse
LINESTRING (16.4566 48.2284,16.4576 48.228);Erzherzog-Karl-Straße
LINESTRING (16.4566 48.235,16.4575 48.2345,16.4594 48.234);Rothergasse
LINESTRING (16.4569 48.2654,16.4566 48.2651);Wagramer Straße
LINESTRING (16.458 48.2199,16.4578 48.2184,16.4566 48.2152);Hardeggasse
LINESTRING (16.4581 48.1742,16.4566 48.1758);Kapleigasse
LINESTRING (16.4586 48.2525,16.4583 48.2526,16.4581 48.2524,16.4578 48.2525,16.4566 48.251);Iberisweg
LINESTRING (16.4566 48.2152,16.4574 48.2149,16.458 48.2144,16.4582 48.2132,16.4587 48.2126,16.4602 48.2115,16.4612 48.2111,16.4625 48.2109,16.4698 48.2105,16.4726 48.2105,16.4733 48.2108);Am Mühlwasser
LINESTRING (16.4567 48.1515,16.4603 48.1502);Josef-Haas-Gasse
LINESTRING (16.4594 48.1526,16.4567 48.1517);Leberweg
LINESTRING (16.4567 48.2549,16.4572 48.2556);Silenegasse
LINESTRING (16.4572 48.2659,16.4567 48.2661);Lhotskygasse
LINESTRING (16.4569 48.2159,16.4595 48.2154);Hirseweg
LINESTRING (16.4608 48.2478,16.4588 48.2482,16.4569 48.2489);Villaweg
LINESTRING (16.4569 48.2654,16.464 48.2696);Wagramer Straße
LINESTRING (16.4571 48.2839,16.4569 48.2834);Iselgasse
LINESTRING (16.4579 48.1688,16.4569 48.1697);Ostautobahn
LINESTRING (16.4575 48.2281,16.4576 48.2279,16.4569 48.2271);Konstanziagasse
LINESTRING (16.4572 48.2659,16.4569 48.2655);Spitzweg
LINESTRING (16.4574 48.2569,16.4573 48.2567,16.457 48.2568,16.457 48.257,16.4574 48.2569);Mira-Lobe-Weg
LINESTRING (16.4574 48.2569,16.458 48.2567);Mira-Lobe-Weg
LINESTRING (16.4612 48.2628,16.457 48.2643);Rautenweg
LINESTRING (16.457 48.2357,16.4579 48.2367);Südosttangente
LINESTRING (16.457 48.2271,16.4587 48.2261,16.4616 48.2247,16.4637 48.224);Hausgrundweg
LINESTRING (16.457 48.2271,16.458 48.2281);Konstanziagasse
LINESTRING (16.457 48.1708,16.4588 48.1696,16.4601 48.169,16.4635 48.1687,16.4695 48.1672);Jedletzbergerstraße
LINESTRING (16.4571 48.2839,16.4592 48.283);Illgasse
LINESTRING (16.4601 48.2827,16.4602 48.2826);Illgasse
LINESTRING (16.4608 48.2822,16.4609 48.2821);Illgasse
LINESTRING (16.4571 48.263,16.4606 48.262);Voitgasse
LINESTRING (16.4589 48.2513,16.4572 48.2488);Walter-Zeman-Gasse
LINESTRING (16.4572 48.2168,16.4605 48.2161);Kliviengasse
LINESTRING (16.4579 48.2553,16.4572 48.2556);Rispenweg
LINESTRING (16.4572 48.2556,16.4592 48.2584);Silenegasse
LINESTRING (16.4597 48.2739,16.4585 48.2685,16.4581 48.2674,16.4572 48.2659);Spitzweg
LINESTRING (16.4667 48.1936,16.4572 48.2);Raffineriestraße
LINESTRING (16.4606 48.2295,16.4572 48.2307);Miriam-Makeba-Gasse
LINESTRING (16.4577 48.2401,16.4575 48.2399,16.4573 48.2399);Maria-Hirschler-Weg
LINESTRING (16.4574 48.2149,16.4576 48.2152);Hagebuttenweg
LINESTRING (16.4575 48.1603,16.4574 48.1593);Pantucekgasse
LINESTRING (16.4597 48.1602,16.4574 48.1593);Meidlgasse
LINESTRING (16.4574 48.2212,16.4582 48.2211);Schickgasse
LINESTRING (16.4575 48.2742,16.4597 48.2739);Sommerweg
LINESTRING (16.4575 48.2175,16.4591 48.2175,16.4603 48.2178);Ehrenpreisgasse
LINESTRING (16.4575 48.2547,16.4601 48.2582);Violaweg
LINESTRING (16.4575 48.2535,16.4583 48.2544);Markomannenstraße
LINESTRING (16.4706 48.1601,16.4658 48.16,16.4575 48.1603);Kaiser-Ebersdorfer Straße
LINESTRING (16.4575 48.2795,16.4579 48.2814);Ispergasse
LINESTRING (16.4575 48.2345,16.4582 48.2349,16.4594 48.2351,16.4613 48.2353,16.4616 48.2351);Feuerwehrweg
LINESTRING (16.4636 48.1475,16.4609 48.1455,16.462 48.1447,16.4619 48.1445,16.4587 48.1422,16.4578 48.1418,16.4576 48.1413);Baudißgasse
LINESTRING (16.4577 48.2423,16.4576 48.2421,16.4584 48.2416,16.4577 48.2401);Maria-Hirschler-Weg
LINESTRING (16.4585 48.238,16.4576 48.2365);Südosttangente
LINESTRING (16.4576 48.228,16.4577 48.228);Erzherzog-Karl-Straße
LINESTRING (16.4577 48.2046,16.4612 48.2086);Schillochweg
LINESTRING (16.4577 48.2017,16.4594 48.2014,16.4599 48.201);Kobesgasse
LINESTRING (16.4577 48.228,16.4692 48.224);Erzherzog-Karl-Straße
LINESTRING (16.4603 48.1462,16.4592 48.1439,16.4578 48.1418);Awarenstraße
LINESTRING (16.4578 48.2184,16.4585 48.2182,16.4592 48.2171,16.458 48.2144);Sanddorngasse
LINESTRING (16.4578 48.1687,16.4582 48.1684);Ostautobahn
LINESTRING (16.4579 48.2814,16.4593 48.2811);Gerlosplatz
LINESTRING (16.4607 48.2812,16.458 48.282,16.4579 48.2814);Gerlosplatz
LINESTRING (16.4579 48.2367,16.4584 48.2376);Südosttangente
LINESTRING (16.4594 48.234,16.4584 48.2329,16.4579 48.2314);Stadlauer Straße
LINESTRING (16.4583 48.1685,16.4579 48.1688);Ostautobahn
LINESTRING (16.4592 48.2446,16.4579 48.2456);Schanze
LINESTRING (16.4592 48.2649,16.4579 48.2659);Niedermoserstraße
LINESTRING (16.458 48.2193,16.4592 48.2189,16.4603 48.2178,16.4605 48.217,16.4605 48.2161,16.4588 48.2125);Strohblumengasse
LINESTRING (16.458 48.282,16.4584 48.2834);Ispergasse
LINESTRING (16.4693 48.2241,16.458 48.2281);Erzherzog-Karl-Straße
LINESTRING (16.458 48.2281,16.4595 48.2299,16.4615 48.2308,16.4633 48.2309);Adelheid-Popp-Gasse
LINESTRING (16.4596 48.2194,16.4591 48.2197,16.458 48.2199);Wulzendorfstraße
LINESTRING (16.4582 48.2207,16.458 48.2199);Hardeggasse
LINESTRING (16.4631 48.1768,16.4581 48.1782);Simmeringer Lände
LINESTRING (16.4581 48.2141,16.4586 48.2141,16.4586 48.2146);Samtblumenweg
LINESTRING (16.4607 48.2505,16.4594 48.25,16.4581 48.2484);Linker Weg
LINESTRING (16.4582 48.2211,16.4582 48.2207);Hardeggasse
LINESTRING (16.4582 48.2166,16.4583 48.2169);Quittenweg
LINESTRING (16.4582 48.2134,16.4594 48.2136);Wolfsmilchgasse
LINESTRING (16.4582 48.2462,16.459 48.2469);Grünweg
LINESTRING (16.4592 48.2649,16.4582 48.2639);Dassanowskyweg
LINESTRING (16.4586 48.2217,16.4582 48.2211);Hardeggasse
LINESTRING (16.4582 48.1684,16.4598 48.1675,16.4619 48.1668,16.472 48.1645);Ostautobahn
LINESTRING (16.4586 48.2549,16.4583 48.2544);Markomannenstraße
LINESTRING (16.4598 48.2457,16.4595 48.2454,16.4588 48.2458,16.4583 48.2458);Raffenstättergasse
LINESTRING (16.4627 48.1667,16.4606 48.1673,16.4583 48.1685);Ostautobahn
LINESTRING (16.4583 48.1714,16.4601 48.1711);Pfaffenaugasse
LINESTRING (16.4584 48.2151,16.4599 48.2148);Orchisgasse
LINESTRING (16.4636 48.2326,16.4602 48.2323,16.4589 48.2328,16.4584 48.2327);Kiki-Kogelnik-Weg
LINESTRING (16.459 48.2469,16.4584 48.2483);Querweg
LINESTRING (16.4584 48.2376,16.4594 48.2392);Südosttangente
LINESTRING (16.4611 48.2225,16.4588 48.2232,16.4584 48.2227,16.4594 48.2224);Weidingergasse
LINESTRING (16.459 48.21,16.4585 48.2087);Lobelienweg
LINESTRING (16.4585 48.2173,16.4585 48.2175);Holunderweg
LINESTRING (16.4585 48.2182,16.459 48.2184);Sanddorngasse
LINESTRING (16.4585 48.1496,16.4606 48.1521);Reimmichlgasse
LINESTRING (16.4593 48.2393,16.4585 48.238);Südosttangente
LINESTRING (16.4585 48.2587,16.4592 48.2585);Lieblgasse
LINESTRING (16.4585 48.2587,16.4611 48.2627);Tillmanngasse
LINESTRING (16.4586 48.252,16.4587 48.2533,16.4592 48.2541);Senekowitschgasse
LINESTRING (16.4617 48.2204,16.4598 48.2209,16.4586 48.2217);Langobardenstraße
LINESTRING (16.4643 48.1544,16.4624 48.152,16.4606 48.1521,16.4592 48.1527,16.4586 48.1534,16.4591 48.155);Rosa-Jochmann-Ring
LINESTRING (16.4608 48.258,16.4586 48.2549);Markomannenstraße
LINESTRING (16.4589 48.2513,16.4586 48.252);Senekowitschgasse
LINESTRING (16.4611 48.2504,16.4607 48.2505,16.4588 48.2482);Breiter Weg
LINESTRING (16.4588 48.1696,16.4612 48.1724,16.4632 48.1754);11. Haidequerstraße
LINESTRING (16.4591 48.2414,16.4588 48.2416);Hirschstettner Straße
LINESTRING (16.4589 48.236,16.46 48.2374,16.4612 48.2378);Franz-Fellner-Gasse
LINESTRING (16.459 48.2044,16.4626 48.2086);Am Schierlinggrund
LINESTRING (16.4591 48.2799,16.459 48.2804,16.4595 48.2816);Almgasse
LINESTRING (16.4591 48.2103,16.459 48.21);Lobelienweg
LINESTRING (16.4604 48.2232,16.4598 48.2229,16.459 48.2218);Wohlgemuthgasse
LINESTRING (16.459 48.2469,16.4601 48.2479);Kurzer Weg
LINESTRING (16.4591 48.155,16.4632 48.1546,16.4661 48.154);Svetelskystraße
LINESTRING (16.4603 48.2439,16.4591 48.2414);Marietta-Blau-Gasse
LINESTRING (16.4591 48.2414,16.4591 48.2414);Hirschstettner Straße
LINESTRING (16.4591 48.173,16.4595 48.1727,16.4612 48.1724);Kapleigasse
