WKT,zuordnung_,
"LINESTRING (16.293095607397042 48.235254307965455,16.293952007398953 48.234934407964687)",Klampfelberggasse
"LINESTRING (16.293742607398517 48.232767607960241,16.293138307397179 48.232161907959103)",Paul-Konrath-Gasse
"LINESTRING (16.294901807401867 48.176465807844181,16.294483907400934 48.176449907844209,16.293142107397966 48.175352907842118)",Alban-Berg-Weg
"LINESTRING (16.295115907402391 48.172317207835611,16.294951007402023 48.172707907836418,16.29399410739989 48.172938607837025,16.29320120739812 48.173404007838094)",Melchartgasse
"LINESTRING (16.29320120739812 48.173404007838094,16.294104807400114 48.174628707840512)",Wattmanngasse
"LINESTRING (16.293206707398515 48.141410207772132,16.295347907403286 48.141098007771198,16.297935007409023 48.141231907771136)",Carlbergergasse
"LINESTRING (16.29327270739719 48.25202720799993,16.293313107397264 48.252217408000313,16.293529107397749 48.252010407999869)",Hameaustraße
"LINESTRING (16.293269607397878 48.203226407899528,16.293578107398574 48.202957907898934,16.294618307400892 48.202753507898365,16.302788107419047 48.20237190789647)",Breitenseer Straße
"LINESTRING (16.29327270739719 48.25202720799993,16.293529107397749 48.252010407999869)",Hameaustraße
"LINESTRING (16.295494607403157 48.178275107847831,16.29443050740079 48.178145607847689,16.293326307398356 48.177505707846535)",Adolf-Lorenz-Gasse
"LINESTRING (16.293325807398162 48.191466607875292,16.299342007411553 48.189936007871331,16.301640807416664 48.189664507870447)",Penzinger Straße
"LINESTRING (16.295508807403003 48.192149707876389,16.293325807398162 48.191466607875292)",Weinzierlgasse
"LINESTRING (16.294817207401838 48.163733407817972,16.29336180739859 48.164735407820203)",Haunzahndgasse
"LINESTRING (16.293365207398182 48.197129107886944,16.293890407399388 48.194297407881059)",Mitisgasse
"LINESTRING (16.293396107398113 48.207230207907742,16.294129507399742 48.20733640790786)",Flötzersteig
"LINESTRING (16.294793207401103 48.215315307924207,16.293408107398022 48.21536840792448)",Gallitzinstraße
"LINESTRING (16.295407907402311 48.226373507946874,16.293433407397952 48.224080407942417)",Jenschikweg
"LINESTRING (16.298757807409686 48.230936907955801,16.297340507406535 48.231620907957421,16.295841507403193 48.231950807958299,16.29347470739793 48.231949107958606)",Zwerngasse
"LINESTRING (16.293489707398674 48.180663407853025,16.294472307400856 48.180445507852419)",Weidlichgasse
"LINESTRING (16.294142207399762 48.207821507908854,16.294033107399521 48.207714607908642,16.293498707398332 48.207784507908876)",Steinlegasse
"LINESTRING (16.294721107401497 48.173371007837815,16.293510007398801 48.173985707839236)",Stuweckengasse
"LINESTRING (16.293529107397749 48.252010407999869,16.293519107397721 48.252735008001366)",An der Zwerchwiese
"LINESTRING (16.293529107397749 48.252010407999869,16.297372907406302 48.251734807998773)",Hameaustraße
"LINESTRING (16.293777007398628 48.230303507955178,16.293550707398126 48.230183507954983)",Enzelsbergergasse
"LINESTRING (16.293934907399198 48.21539130792447,16.293609907398444 48.217291407928428)",Engilgasse
"LINESTRING (16.293619107398627 48.205371807903902,16.295395607402579 48.205091807903067)",Abbégasse
"LINESTRING (16.294763307401979 48.14116780777141,16.293637907399496 48.139068007767236,16.293671607399595 48.137614707764229)",Seybelgasse
"LINESTRING (16.312304907439458 48.25418080800177,16.309663307433567 48.255290408004406,16.307769507429349 48.256291608006727,16.299006407409838 48.257805508011032,16.297692107406913 48.257787608011157,16.295465107401974 48.258045208012,16.293655907397948 48.258018308012211)",Salmannsdorfer Höhe
"LINESTRING (16.29808010740939 48.13731140776305,16.293671607399595 48.137614707764229)",An den Steinfeldern
"LINESTRING (16.29369330739889 48.198582707889905,16.294702307401138 48.198591107889804)",Heinrich-Collin-Straße
"LINESTRING (16.293782207399079 48.198863207890469,16.29369330739889 48.198582707889905)",Heinrich-Collin-Straße
"LINESTRING (16.293749807399067 48.195051607882611,16.297424707407224 48.195319807882683)",Fünkhgasse
"LINESTRING (16.294095007399335 48.230434407955407,16.293777007398628 48.230303507955178)",Enzelsbergergasse
"LINESTRING (16.29402420739962 48.199056607890824,16.293782207399079 48.198863207890469)",Heinrich-Collin-Straße
"LINESTRING (16.295030507402505 48.147532107784514,16.294176407400606 48.147643007784858,16.293810707399793 48.147549207784692)",Kirchenplatz
"LINESTRING (16.294236707399715 48.22569060794563,16.293845407398845 48.225984307946284)",Johann-Steinmetz-Stiege
"LINESTRING (16.293923807399832 48.16566540782204,16.29494090740209 48.16517240782089,16.295224507402722 48.165293007821106,16.297209207407143 48.163776707817711,16.297673307408179 48.163786307817659)",Dorfmeistergasse
"LINESTRING (16.293934907399198 48.21539130792447,16.29404500739944 48.21500870792368)",Katharinenruhe
"LINESTRING (16.293952007398953 48.234934407964687,16.294681507400572 48.23481840796434)",Klampfelberggasse
"LINESTRING (16.295568807402102 48.264038108024302,16.294134307398895 48.265124108026733,16.294048007398693 48.265805008028146,16.294523007399743 48.266166008028804,16.297210407405707 48.267104008030401)",Höhenstraße
"LINESTRING (16.295632107403851 48.145854607780976,16.294984307402419 48.145723207780797,16.293985407400207 48.145258407779941)",Breitenfurter Straße
"LINESTRING (16.294038907399148 48.234924507964635,16.294365807399856 48.236080207966985)",Engelmanngasse
"LINESTRING (16.294702307401138 48.198591107889804,16.29402420739962 48.199056607890824)",Ameisbachzeile
"LINESTRING (16.294587607400612 48.217359607928408,16.294084807399503 48.217318307928416)",Pschorngasse
"LINESTRING (16.294689907400656 48.230505907955482,16.294095007399335 48.230434407955407)",Enzelsbergergasse
"LINESTRING (16.294104807400114 48.174628707840512,16.295505507403238 48.173836107838682)",Würzburggasse
"LINESTRING (16.295041507402171 48.17655480784434,16.294104807400114 48.174628707840512)",Wattmanngasse
"LINESTRING (16.294129507399742 48.20733640790786,16.294961907401582 48.207451207907972)",Flötzersteig
"LINESTRING (16.296158507404218 48.209421307911882,16.295557007402881 48.209497207912122,16.294142207399762 48.207821507908854)",Steinlegasse
"LINESTRING (16.294152207400604 48.14320060777569,16.294503107401379 48.143378307776004)",Meisgeyergasse
"LINESTRING (16.294914807401174 48.229092307952506,16.29416370739952 48.228544207951515)",Trimmelgasse
"LINESTRING (16.294454507401415 48.130849907750182,16.294771307402094 48.132922407754414,16.294183107400784 48.133595507755892)",Josef-Meder-Gasse
"LINESTRING (16.29431130740014 48.207224707907585,16.294201507399897 48.207579607908357)",Flötzersteigsteg
"LINESTRING (16.294274407400827 48.147631907784834,16.294238107400744 48.147365807784269,16.294941607402304 48.147265607783979)",Kirchenplatz
"LINESTRING (16.294211207399499 48.236714907968313,16.296173307403855 48.23718370796901,16.296790807405223 48.237731907970051)",Kreuzwiesengasse
"LINESTRING (16.313510007442101 48.25632720800602,16.311461607437547 48.256931908007545,16.309286507432706 48.257246708008495,16.305533307424344 48.258591308011766,16.30422420742142 48.259385008013567,16.302380107417289 48.261430908018021,16.302280707417047 48.262808908020872,16.302546407417616 48.263976308023231,16.3024045074173 48.264145108023598,16.302172407416784 48.264128908023601,16.302096507416618 48.263782908022904,16.301894307416173 48.263725608022803,16.299403707410629 48.264246308024219,16.296811407404867 48.26397780802403,16.294241607399151 48.263947108024283)",Sieveringer Straße
"LINESTRING (16.295002407400855 48.263291408022845,16.294241607399151 48.263947108024283)",Höhenstraße
"LINESTRING (16.298292376606472 48.127760891815726,16.298788173974508 48.126971011673348)",Brunner Straße
"LINESTRING (16.298878994863742 48.126381464464579,16.298763782214461 48.125959633153251)",Brunner Straße
"LINESTRING (16.294280207401034 48.129986107748429,16.294454507401415 48.130849907750182)",Josef-Meder-Gasse
"LINESTRING (16.298788901347876 48.125798094752781,16.299001989064607 48.126588461788785)",Brunner Straße
"LINESTRING (16.298926963768093 48.126914071006453,16.29833050741005 48.12790110774359)",Brunner Straße
"LINESTRING (16.294721107401497 48.173371007837815,16.294371007400731 48.172847707836802)",Opitzgasse
"LINESTRING (16.297416207406581 48.239500207973613,16.294373107399817 48.239627007974249)",Ladenburghöhe
"LINESTRING (16.294378307400383 48.201126107895035,16.294618307400892 48.202753507898365)",Braillegasse
"LINESTRING (16.296835107405311 48.237860707970292,16.294382707399865 48.237967807970847)",Josef-Redl-Gasse
"LINESTRING (16.295540507402674 48.221224807936274,16.294552507400475 48.221913307937811,16.294437207400211 48.222219907938459)",Roterdstraße
"LINESTRING (16.303548907420701 48.204603007900964,16.298803807410156 48.20537790790322,16.294438407400435 48.20711690790737)",Steinbruchstraße
"LINESTRING (16.294454507401415 48.130849907750182,16.297850307408954 48.130431507748874)",Ehngasse
"LINESTRING (16.294472307400856 48.180445507852419,16.29538540740289 48.180534707852495,16.296670507405747 48.180028507851269)",Weidlichgasse
"LINESTRING (16.296171907404162 48.215815207925047,16.29449480740044 48.215351307924308)",Erdbrustgasse
"LINESTRING (16.294503107401379 48.143378307776004,16.295894807404462 48.143751107776609)",Meisgeyergasse
"LINESTRING (16.297393907407539 48.165227107820684,16.29555060740342 48.166468407823494,16.295405907403104 48.166383807823337,16.29452460740114 48.166732007824166)",Helfertgasse
"LINESTRING (16.294582907401338 48.161972507814355,16.29818570740931 48.164089107818221,16.29961170741246 48.165499207820936)",Endergasse
"LINESTRING (16.294587607400612 48.217359607928408,16.295222207402023 48.217403307928436)",Pschorngasse
"LINESTRING (16.295870507404061 48.17267200783624,16.294608507401247 48.173265107837622)",Stuweckengasse
"LINESTRING (16.294618307400892 48.202753507898365,16.295945407403789 48.20653430790594)",Braillegasse
"LINESTRING (16.294624407401134 48.185672407863166,16.295282807402593 48.184895307861503)",Kopfgasse
"LINESTRING (16.294727907401352 48.186930207865743,16.294624407401134 48.185672407863166)",Kopfgasse
"LINESTRING (16.294753107400794 48.231124307956719,16.294689907400656 48.230505907955482,16.295042707401443 48.230186707954743,16.296309007404272 48.229460707953102,16.297746807407474 48.228876907951708)",Dornbacher Straße
"LINESTRING (16.294681507400572 48.23481840796434,16.295766107402994 48.234625407963819)",Klampfelberggasse
"LINESTRING (16.295291407401916 48.236267807967245,16.294681507400572 48.23481840796434)",Angergasse
"LINESTRING (16.294694407401234 48.189443507870955,16.295058207402032 48.190226007872518)",Braunschweigbrücke
"LINESTRING (16.294702307401288 48.187354107866639,16.294727907401352 48.186930207865743)",Braunschweiggasse
"LINESTRING (16.29487570740163 48.189479307871004,16.294702307401288 48.187354107866639)",Braunschweiggasse
"LINESTRING (16.29529100740244 48.198366307889245,16.294702307401138 48.198591107889804)",Ameisbachzeile
"LINESTRING (16.296773907404987 48.250627407996568,16.294703407400377 48.25104790799773)",Karl-Mader-Weg
"LINESTRING (16.294703407400377 48.25104790799773,16.294826207400646 48.25142420799849)",Kotekweg
"LINESTRING (16.295008407401582 48.215516907924567,16.294708907400878 48.217368107928422)",Auf der Schottenwiese
"LINESTRING (16.294721107401497 48.173371007837815,16.295505507403238 48.173836107838682)",Opitzgasse
"LINESTRING (16.301522107415853 48.229462407952397,16.296652607405029 48.230464607955128,16.294753107400794 48.231124307956719)",Alszeile
"LINESTRING (16.294753107400794 48.231124307956719,16.295627407402719 48.231797807958003)",Leyßgasse
"LINESTRING (16.294772307401562 48.177567607846477,16.295530407403248 48.177336507845872)",August-Reuss-Gasse
"LINESTRING (16.30165430741636 48.214043407920649,16.298420707409171 48.214820407922701,16.294793207401103 48.215315307924207)",Gallitzinstraße
"LINESTRING (16.29514450740243 48.174629507840365,16.294801407401664 48.174295107839718)",Versbachgasse
"LINESTRING (16.294822207401097 48.220337407934529,16.296254107404252 48.221851207937455)",Fuchsenlochweg
"LINESTRING (16.294826207400646 48.25142420799849,16.294886107400782 48.251550707998724)",Kotekweg
"LINESTRING (16.294868907401018 48.232972707960514,16.296933107405611 48.23297510796025,16.297720407407361 48.232764807959711)",Seemüllergasse
"LINESTRING (16.305632807424615 48.255081908004541,16.301136407414621 48.255300208005572,16.297628007406807 48.255985308007475,16.296135607403482 48.256458208008638,16.294878807400686 48.256517608008934)",Zierleitengasse
"LINESTRING (16.294886107400782 48.251550707998724,16.295023607401081 48.251906707999431)",Kotekweg
"LINESTRING (16.294897907401783 48.181657407854857,16.299163607411277 48.180606107852142)",Gloriettegasse
"LINESTRING (16.297097907406684 48.181396307854051,16.294897907401783 48.181657407854857)",Gloriettegasse
"LINESTRING (16.296907307406215 48.184643007860743,16.295589407403302 48.183890007859375,16.294897907401783 48.181657407854857)",Trauttmansdorffgasse
"LINESTRING (16.295003507401375 48.229160207952667,16.294914807401174 48.229092307952506)",Trimmelgasse
"LINESTRING (16.294920907401632 48.197256907887002,16.295588007403147 48.194343007880903)",Lützowgasse
"LINESTRING (16.29529100740244 48.198366307889245,16.294920907401632 48.197256907887002)",Lützowgasse
"LINESTRING (16.30240340741825 48.198133907887794,16.294920907401632 48.197256907887002)",Hütteldorfer Straße
"LINESTRING (16.296092607404873 48.146308607781862,16.295895707404448 48.146302207781872,16.294984707402417 48.147117907783674,16.295030507402505 48.147532107784514)",Levasseurgasse
"LINESTRING (16.294961907401582 48.207451207907972,16.303082707419616 48.208634307909314,16.30364090742086 48.208603107909177)",Flötzersteig
"LINESTRING (16.294973107402434 48.142209307773541,16.295891107404469 48.142219007773441)",Batschegasse
"LINESTRING (16.295002407400855 48.263291408022845,16.294973107400796 48.263049608022357)",Höhenstraße
"LINESTRING (16.294973107400796 48.263049608022357,16.295449207401852 48.263358508022954)",Höhenstraße
"LINESTRING (16.294993807402182 48.167561907825814,16.296078907404588 48.167284307825078,16.296201207404863 48.167369707825252,16.297519607407803 48.166731307823767,16.298607207410218 48.165918107821938)",Schurzgasse
"LINESTRING (16.295038807401454 48.229202907952747,16.295003507401375 48.229160207952667)",Trimmelgasse
"LINESTRING (16.295003907401533 48.218682707931109,16.297181207406364 48.218492907930418,16.298634707409601 48.218184107929602,16.299660807411879 48.218346507929773)",Paulinensteig
"LINESTRING (16.296159807404081 48.2199660079336,16.295003907401533 48.218682707931109)",Kempfengerngasse
"LINESTRING (16.295030507402505 48.147532107784514,16.29547400740347 48.149093207787679)",Ziedlergasse
"LINESTRING (16.295340407402119 48.229503807953328,16.295038807401454 48.229202907952747)",Trimmelgasse
"LINESTRING (16.296428507405263 48.175808607842633,16.295041507402171 48.17655480784434)",Elisabethallee
"LINESTRING (16.295041507402171 48.17655480784434,16.295901507404057 48.178182007847575)",Wattmanngasse
"LINESTRING (16.295412107402807 48.190872807873788,16.295100907402134 48.189960007871946)",Onno-Klopp-Gasse
"LINESTRING (16.29515300740162 48.234731707964102,16.295192007401713 48.234796007964235)",Liane-Haid-Weg
"LINESTRING (16.295526007403193 48.180500007852409,16.295164207402397 48.179845207851088)",Weidlichgasse
"LINESTRING (16.295192007401713 48.234796007964235,16.295693407402801 48.235872707966372)",Liane-Haid-Weg
"LINESTRING (16.295201207402911 48.144645107778537,16.296432707405653 48.143985007777005)",Reklewskigasse
"LINESTRING (16.298842607410691 48.170874907832115,16.295216907402622 48.171800507834512)",Schönbachstraße
"LINESTRING (16.295216907402622 48.171800507834512,16.295614407403505 48.172260307835423)",Würzburggasse
"LINESTRING (16.295621507402913 48.217407707928388,16.295222207402023 48.217403307928436)",Pschorngasse
"LINESTRING (16.295232807402346 48.195871707884116,16.298570907409765 48.196054407884034)",Felbigergasse
"LINESTRING (16.295279207402992 48.15258850779491,16.300341407414251 48.151385507791751)",Gastgebgasse
"LINESTRING (16.295283007401693 48.249499507994443,16.297573607406786 48.249012807993154)",Sommerhaidenweg
"LINESTRING (16.295497907402154 48.250318807996116,16.295283007401693 48.249499507994443)",Gerhard-Wolff-Weg
"LINESTRING (16.295291907402532 48.192240307876624,16.295508807403003 48.192149707876389)",Cumberlandstraße
"LINESTRING (16.296155507404443 48.19222920787648,16.295291907402532 48.192240307876624)",Cumberlandstraße
"LINESTRING (16.296674407405522 48.198145107888585,16.296184307404424 48.198328807889048,16.29529100740244 48.198366307889245)",Ameisbachzeile
"LINESTRING (16.295458407402371 48.229620707953558,16.295340407402119 48.229503807953328)",Trimmelgasse
"LINESTRING (16.295342707401815 48.250345907996198,16.297255307406068 48.24998090799518)",Peter-Altenberg-Gasse
"LINESTRING (16.295406807402895 48.183294907858176,16.297583407407735 48.182967807857217)",Woltergasse
"LINESTRING (16.295412107402807 48.190872807873788,16.295508807403003 48.192149707876389)",Onno-Klopp-Gasse
"LINESTRING (16.295449207401852 48.263358508022954,16.295581407402139 48.263630708023456)",Höhenstraße
"LINESTRING (16.295450607401992 48.254135708003965,16.295547507402219 48.253945308003559,16.296098407403441 48.253884308003386)",Celtesgasse
"LINESTRING (16.296349507403995 48.254132308003854,16.295450607401992 48.254135708003965)",Salmannsdorfer Straße
"LINESTRING (16.295544007402569 48.229699407953689,16.295458407402371 48.229620707953558)",Trimmelgasse
"LINESTRING (16.29547400740347 48.149093207787679,16.298776107410802 48.14870730778641)",Hödlgasse
"LINESTRING (16.296210507405078 48.151217907791967,16.29547400740347 48.149093207787679)",Ziedlergasse
"LINESTRING (16.295505507403238 48.173836107838682,16.296330007405079 48.173204507837248,16.295614407403505 48.172260307835423)",Würzburggasse
"LINESTRING (16.295505507403238 48.173836107838682,16.297793707408299 48.175253407841275)",Opitzgasse
"LINESTRING (16.296155507404443 48.19222920787648,16.295508807403003 48.192149707876389)",Cumberlandstraße
"LINESTRING (16.295511407403591 48.145786707780857,16.295599507403786 48.145806707780878)",Brunner Straße/Erlaaer Straße
"LINESTRING (16.295657807402822 48.229793507953886,16.295544007402569 48.229699407953689)",Trimmelgasse
"LINESTRING (16.295560707403595 48.154767107799366,16.295850707404234 48.154694307799168)",Walter-Jurmann-Gasse
"LINESTRING (16.30003070741348 48.158385307806221,16.296998807406766 48.15636940780248,16.296773307406269 48.155921707801582,16.296134307404859 48.155537007800874,16.295560707403595 48.154767107799366)",Franz-Egermaier-Weg
"LINESTRING (16.295581407402139 48.263630708023456,16.295568807402102 48.264038108024302)",Sieveringer Brücke
"LINESTRING (16.295603407402837 48.220075507933899,16.295947407403592 48.220542307934799)",Kempfengerngasse
"LINESTRING (16.295614407403505 48.172260307835423,16.29709090740678 48.172011507834711)",Fasangartengasse
"LINESTRING (16.295621507402913 48.217407707928388,16.296608807405111 48.217372507928197)",Pschorngasse
"LINESTRING (16.295627407402719 48.231797807958003,16.295841507403193 48.231950807958299)",Leyßgasse
"LINESTRING (16.295818007404268 48.146007207781246,16.295632107403851 48.145854607780976)",Breitenfurter Straße
"LINESTRING (16.295632107403851 48.145854607780976,16.295926707404508 48.14589780778104)",Atzgersdorfer Platz
"LINESTRING (16.296032607404012 48.20390850790055,16.295718307403362 48.200759007894106)",Altebergenstraße
"LINESTRING (16.295754207403853 48.168861507828389,16.299969307413242 48.166703907823383)",Defreggerstraße
"LINESTRING (16.301336207415364 48.23516840796416,16.298276407408569 48.234635807963464,16.296839507405377 48.234534207963478,16.295766107402994 48.234625407963819)",Werfelstraße
"LINESTRING (16.295766107402994 48.234625407963819,16.296434807404466 48.235308807965112,16.296608807404844 48.23590710796632)",Schaukalgasse
"LINESTRING (16.295773907403817 48.175203107841448,16.296717907405917 48.174604007840088)",Hochheimgasse
"LINESTRING (16.295818007404268 48.146007207781246,16.295926707404508 48.14589780778104)",Breitenfurter Straße
"LINESTRING (16.296092607404873 48.146308607781862,16.295818007404268 48.146007207781246)",Breitenfurter Straße
"LINESTRING (16.295934407404243 48.169695007830079,16.295840807404026 48.169709807830124)",Feldkellergasse
"LINESTRING (16.296171907404162 48.215815207925047,16.296164607404137 48.216120207925691,16.29584570740343 48.216249107925968,16.296562707405016 48.216767207926956)",Starkenburggasse
"LINESTRING (16.295850707404234 48.154694307799168,16.301320007416408 48.153034607795036,16.304411807423271 48.152296607793069)",Walter-Jurmann-Gasse
"LINESTRING (16.295911907404527 48.141118207771179,16.295866707404407 48.143617607776321)",Klostermanngasse
"LINESTRING (16.29705690740705 48.143514707775978,16.295866707404407 48.143617607776321)",Schrailplatz
"LINESTRING (16.295866707404407 48.143617607776321,16.295894807404462 48.143751107776609)",Klostermanngasse
"LINESTRING (16.295889107404467 48.142323607773669,16.297073307407096 48.142321007773518)",Anton-Heger-Platz
"LINESTRING (16.295916807404211 48.169178707829019,16.295891907404148 48.169325407829326)",Atzgersdorfer Straße
"LINESTRING (16.297080307407114 48.142120007773087,16.295892807404478 48.14212330777324)",Anton-Heger-Platz
"LINESTRING (16.295894807404462 48.143751107776609,16.296432707405653 48.143985007777005)",Schrailplatz
"LINESTRING (16.295901507404057 48.178182007847575,16.297169507406878 48.177898807846816)",Hanselmayergasse
"LINESTRING (16.295901507404057 48.178182007847575,16.297097907406684 48.181396307854051)",Wattmanngasse
"LINESTRING (16.295926707404508 48.14589780778104,16.295994307404662 48.145912307781046)",Atzgersdorfer Platz
"LINESTRING (16.303083607420227 48.160900407810985,16.295960507404398 48.161826907813868)",Wundtgasse
"LINESTRING (16.296839507405377 48.234534207963478,16.297486807406816 48.234295107962879,16.297121407406014 48.23381970796197,16.298622607409364 48.233380407960851,16.298844407409852 48.23304540796012,16.297964607407899 48.232862107959889,16.295975807403494 48.231923207958225)",Carl-Reichert-Gasse
"LINESTRING (16.296884707406644 48.145435907779927,16.296212507405144 48.145608207780391,16.295994307404662 48.145912307781046)",Meisgeyergasse
"LINESTRING (16.295994307404662 48.145912307781046,16.296931607406734 48.146109207781336)",Atzgersdorfer Platz
"LINESTRING (16.296991407406136 48.203923407900454,16.296032607404012 48.20390850790055)",Rudolf-Pöch-Gasse
"LINESTRING (16.296201507404216 48.216560707926575,16.296053607403874 48.217399207928317)",Himmelschlüsselweg
"LINESTRING (16.296783307406127 48.169561707829693,16.296074207404555 48.169668007830019)",Münchenstraße
"LINESTRING (16.296074207404555 48.169668007830019,16.296116207404641 48.169914507830498)",Atzgersdorfer Straße
"LINESTRING (16.296945307406766 48.146251007781615,16.296092607404873 48.146308607781862)",Atzgersdorfer Platz
"LINESTRING (16.298420807410025 48.148180107785407,16.296092607404873 48.146308607781862)",Breitenfurter Straße
"LINESTRING (16.30106300741523 48.200399207892652,16.296091507404185 48.200658107893844)",Gottfried-Alber-Gasse
"LINESTRING (16.296137307403558 48.251837107999172,16.296098407403441 48.253884308003386)",Celtesgasse
"LINESTRING (16.296098407403441 48.253884308003386,16.296349507403995 48.254132308003854)",Celtesgasse
"LINESTRING (16.296403307405278 48.17054410783178,16.296116207404641 48.169914507830498)",Atzgersdorfer Straße
"LINESTRING (16.296123107403503 48.252836508001202,16.297369207406277 48.252964708001308)",Hofstädtengasse
"LINESTRING (16.296182307404589 48.18599780786365,16.296145907404494 48.186858107865419)",Kirchmeyergasse
"LINESTRING (16.296155507404443 48.19222920787648,16.296529407405274 48.192284107876546)",Cumberlandstraße
"LINESTRING (16.296574307405113 48.211657407916412,16.296158507404218 48.209421307911882)",Steinlegasse
"LINESTRING (16.296160807403808 48.237921207970537,16.296700707405012 48.238210307971045)",Buchleitenweg
"LINESTRING (16.296287107404417 48.216124807925659,16.296164607404137 48.216120207925691)",Starkenburggasse
"LINESTRING (16.301487007415979 48.215617707923919,16.29816850740859 48.216076307925299,16.296171907404162 48.215815207925047)",Erdbrustgasse
"LINESTRING (16.296907307406215 48.184643007860743,16.296178407404582 48.185298807862196)",Mittermayergasse
"LINESTRING (16.296193407404047 48.227021807948105,16.296308707404307 48.226806907947633,16.296795407405391 48.226732907947408,16.299345907411055 48.226906307947431)",Braungasse
"LINESTRING (16.298070107408254 48.22433300794232,16.297956607408011 48.223874007941397,16.29666150740514 48.223332707940443,16.296223007404176 48.222632507939075)",Heiderichstraße
"LINESTRING (16.296208807404163 48.220976107935662,16.298392007409028 48.220622307934633,16.29949440741149 48.219921307933056)",Roterdstraße
"LINESTRING (16.299800407413002 48.155304907799923,16.296210507405078 48.151217907791967)",Ziedlergasse
"LINESTRING (16.301446407415764 48.224205907941574,16.301028507414845 48.223528707940247,16.300001107412566 48.223053507939404,16.298041007408216 48.222682707938915,16.296223007404176 48.222632507939075)",Steinmüllergasse
"LINESTRING (16.296419907405603 48.146333707781857,16.296313107405364 48.146343707781888)",Brunner Straße/Erlaaer Straße
"LINESTRING (16.298313507408363 48.25362710800254,16.296349507403995 48.254132308003854)",Salmannsdorfer Straße
"LINESTRING (16.297169507406878 48.177898807846816,16.296357807405105 48.175845807842705)",Volkgasse
"LINESTRING (16.296375407405442 48.151178707791871,16.299820707413101 48.150443407789865)",Gerbergasse
"LINESTRING (16.296403307405278 48.17054410783178,16.298687107410345 48.170332507831048)",Hetzendorfer Straße
"LINESTRING (16.296537607405565 48.170822907832324,16.296403307405278 48.17054410783178)",Stranzenberggasse
"LINESTRING (16.296529407405274 48.192284107876546,16.296418207405051 48.190636707873175)",Rupertgasse
"LINESTRING (16.296424407405009 48.194300807880722,16.298309707409206 48.194091207880014)",Linzer Straße
"LINESTRING (16.297604107407629 48.194426907880825,16.296424407405009 48.194300807880722)",Linzer Straße
"LINESTRING (16.297793707408299 48.175253407841275,16.296428507405263 48.175808607842633)",Montecuccoliplatz
"LINESTRING (16.29784840740842 48.175746707842293,16.296428507405263 48.175808607842633)",Montecuccoliplatz
"LINESTRING (16.296432707405653 48.143985007777005,16.297057907407051 48.143734507776401)",Schrailplatz
"LINESTRING (16.296432707405653 48.143985007777005,16.296959507406822 48.144589007778201,16.296884707406644 48.145435907779927)",Meisgeyergasse
"LINESTRING (16.301150507414938 48.235340107964547,16.300259607412961 48.235558307965121,16.298677907409452 48.235268107964728,16.296434807404466 48.235308807965112)",Anton-Haidl-Gasse
"LINESTRING (16.296529407405274 48.192284107876546,16.296842607405964 48.192340907876613)",Karlingergasse
"LINESTRING (16.296906407406375 48.171596307833887,16.296537607405565 48.170822907832324)",Stranzenbergbrücke
"LINESTRING (16.296642207405561 48.189173307870114,16.296721907405729 48.189561707870908)",Braunschweigsteg
"LINESTRING (16.296608807404844 48.23590710796632,16.297252707406251 48.237409707969334,16.297509607406823 48.237646607969786,16.298041707408004 48.237756107969957)",Schaukalgasse
"LINESTRING (16.296621407405777 48.168511307827558,16.297020307406665 48.168858807828222)",Kernstraße
"LINESTRING (16.296658607405718 48.179961807851157,16.298732007410333 48.179258607849412)",Weidlichgasse
"LINESTRING (16.297020007406296 48.197415707887025,16.296674407405522 48.198145107888585)",Ameisbachzeile
"LINESTRING (16.296688107406169 48.148394407786064,16.296840007406498 48.148938307787148)",Johann-Josef-Krätzer-Gasse
"LINESTRING (16.297556607406733 48.250465707996128,16.296773907404987 48.250627407996568)",Karl-Mader-Weg
"LINESTRING (16.297478007407676 48.169259707828992,16.296783307406127 48.169561707829693)",Münchenstraße
"LINESTRING (16.297472607407645 48.170448107831426,16.296783307406127 48.169561707829693)",Werthenburggasse
"LINESTRING (16.296790807405223 48.237731907970051,16.296835107405311 48.237860707970292)",Kreuzwiesengasse
"LINESTRING (16.297789007407442 48.237790407970046,16.296835107405311 48.237860707970292)",Josef-Redl-Gasse
"LINESTRING (16.299442707411746 48.192132707875857,16.296953507406215 48.192203307876305,16.296842607405964 48.192340907876613)",Cumberlandstraße
"LINESTRING (16.298328807409266 48.192586307876923,16.296842607405964 48.192340907876613)",Karlingergasse
"LINESTRING (16.299013207411036 48.173598607837711,16.298034107408853 48.173963207838611,16.296896007406318 48.174715107840328)",Hochheimgasse
"LINESTRING (16.29709090740678 48.172011507834711,16.296906407406375 48.171596307833887)",Stranzenberggasse
"LINESTRING (16.298108007408882 48.184681707860676,16.296907307406215 48.184643007860743)",Trauttmansdorffgasse
"LINESTRING (16.296931607406734 48.146109207781336,16.297067707407052 48.145487607780034)",Brunner Straße
"LINESTRING (16.296945307406766 48.146251007781615,16.296931607406734 48.146109207781336)",Brunner Straße
"LINESTRING (16.296931607406734 48.146109207781336,16.297295507407551 48.146185407781431)",Atzgersdorfer Platz
"LINESTRING (16.297295507407551 48.146185407781431,16.296945307406766 48.146251007781615)",Atzgersdorfer Platz
